time,xd,x,yd,y
1.0116088390350342,4.554925889968872,4.934080600738525,3.5,3.2810122966766357
1.11494779586792,4.509459896087646,4.93483304977417,3.5,3.2799174785614014
1.2218618392944336,4.4623966312408445,4.942590713500977,3.5,3.2803101539611816
1.3270900249481201,4.416127071380615,4.94901180267334,3.5,3.283001661300659
1.4317009449005127,4.37018313407898,4.94901180267334,3.5,3.283001661300659
1.5338239669799805,4.325128469467163,4.976395130157471,3.5,3.3099658489227295
1.6389689445495605,4.278883562088012,4.976693153381348,3.5,3.31087327003479
1.7441868782043457,4.23259123802185,4.9808125495910645,3.5,3.3290069103240967
1.8496639728546143,4.186262302398681,4.9808125495910645,3.5,3.3290069103240967
1.9508249759674072,4.141660299301147,4.9808125495910645,3.5,3.3290069103240967
2.0563158988952637,4.095366191864014,4.9808125495910645,3.5,3.3290069103240967
2.1585328578948975,4.050290336608887,4.9808125495910645,3.5,3.3290069103240967
2.266216993331909,4.002890119552612,4.9808125495910645,3.5,3.3290069103240967
2.3714890480041504,3.9565971660614014,4.9808125495910645,3.5,3.3290069103240967
2.47645902633667,3.910471115112305,4.9808125495910645,3.5,3.3290069103240967
2.5813980102539062,3.864208583831787,4.5039544105529785,3.5,3.390260696411133
2.687908887863159,3.817333726882935,4.418994903564453,3.5,3.408693552017212
2.7930288314819336,3.7710834693908692,4.418994903564453,3.5,3.408693552017212
2.898469924926758,3.724788942337036,4.3101887702941895,3.5,3.430995225906372
3.0048940181732178,3.6778712844848633,4.207938194274902,3.5,3.4522125720977783
3.110041856765747,3.6315956401824954,4.128050804138184,3.5,3.469663381576538
3.2151529788970947,3.585348634719849,4.062565803527832,3.5,3.4824745655059814
3.3230979442596436,3.537842254638672,4.023417949676514,3.5,3.4901552200317383
3.428569793701172,3.491594305038452,3.9675984382629395,3.5,3.5015413761138916
3.5341038703918457,3.4450496864318847,3.9675984382629395,3.5,3.5015413761138916
3.635296106338501,3.400484294891357,3.832324981689453,3.5,3.5248074531555176
3.7405030727386475,3.3542028808593747,3.7793235778808594,3.5,3.532278060913086
3.8496909141540527,3.3061505794525146,3.720893621444702,3.5,3.540321111679077
3.955303907394409,3.259845771789551,3.7128653526306152,3.5,3.5414071083068848
4.058274745941162,3.21437442779541,3.621212959289551,3.5,3.54777193069458
4.163413047790527,3.168119449615478,3.570984363555908,3.5,3.5544333457946777
4.268517971038818,3.1218626880645752,3.5495080947875977,3.5,3.554318904876709
4.373615980148315,3.0756212425231935,3.5495080947875977,3.5,3.554318904876709
4.478749990463257,3.029370775222778,3.5495080947875977,3.5,3.554318904876709
4.5842907428741455,2.983075723648071,3.5495080947875977,3.5,3.554318904876709
4.685293912887573,2.938483476638794,3.5495080947875977,3.5,3.554318904876709
4.7893970012664795,2.892675914764404,3.5495080947875977,3.5,3.554318904876709
4.905281066894531,2.8416887092590333,3.5495080947875977,3.5,3.554318904876709
5.0108208656311035,2.7954020500183105,3.5495080947875977,3.5,3.554318904876709
5.147701025009155,2.735027389526367,3.5495080947875977,3.5,3.554318904876709
5.252802848815918,2.688779020309448,3.5495080947875977,3.5,3.554318904876709
5.36870002746582,3.9568,2.8984873294830322,3.532,3.5770106315612793
5.47381591796875,1.7583999999999995,2.823638677597046,3.596,3.5855295658111572
5.579364776611328,-0.7984,2.802945375442505,3.644,3.588343620300293
5.709909915924072,-2.9167999999999985,2.6920456886291504,3.6280000000000006,3.6139018535614014
5.814988136291504,-3.8,2.6190314292907715,3.5,3.6320321559906006
5.920088768005371,-3.832,2.5464556217193604,2.7479999999999998,3.6511056423187256
6.027752876281738,-3.896,2.509495973587036,1.2439999999999998,3.661578893661499
6.130658864974976,-3.944,2.39709210395813,-0.48400000000000043,3.6948373317718506
6.2361900806427,-3.9279999999999995,2.3303582668304443,-1.9080000000000004,3.7148406505584717
6.337793827056885,-3.8,2.2525720596313477,-2.5,3.7421653270721436
6.441142797470093,-2.7567999999999997,2.1699368953704834,-2.532,3.7734134197235107
6.546929836273193,-0.5583999999999998,2.1288976669311523,-2.596,3.789259195327759
6.655112981796265,1.998400000000001,2.1288976669311523,-2.644,3.789259195327759
6.760374069213867,2.0254473686218257,1.9446086883544922,3.5,3.857212781906128
6.865498781204224,1.9792007827758784,1.8716753721237183,3.5,3.8825807571411133
6.971831798553467,1.9324058628082272,1.8342519998550415,3.5,3.8998587131500244
7.0774619579315186,1.8861208820343016,1.806419849395752,3.5,3.913931369781494
7.182842969894409,1.8395662975311278,1.7775547504425049,3.5,3.9314727783203125
7.289098024368286,1.792808828353882,1.7371246814727783,3.5,3.9515929222106934
7.4007790088653564,1.7436668872833248,1.7187764644622803,3.5,3.9576990604400635
7.507594108581543,1.6966701316833492,1.7001086473464966,3.5,3.962169885635376
7.613591909408569,1.6500279521942138,1.6847560405731201,3.5,3.9615254402160645
7.718710899353027,1.6037878704071042,1.6847560405731201,3.5,3.9615254402160645
7.8238279819488525,1.557542963027954,1.6748863458633423,3.5,3.9300522804260254
7.928960084915161,1.51127833366394,1.6855038404464722,3.5,3.898728132247925
8.034982919692993,1.4647799777984614,1.7023460865020752,3.5,3.8688249588012695
8.140239953994751,1.418450202941894,1.7083748579025269,3.5,3.860236644744873
8.243637084960938,1.3728120613098138,1.7383517026901245,3.5,3.8306081295013428
8.348771810531616,1.3265619087219234,1.7514479160308838,3.5,3.817342519760132
8.455094814300537,1.279769716262817,1.7517337799072266,3.5,3.8003973960876465
8.560194730758667,1.2335265922546381,1.7359511852264404,3.5,3.787301778793335
8.665329933166504,1.187276334762573,1.7087805271148682,3.5,3.773608446121216
8.770900964736938,1.1409782409667963,1.7087805271148682,3.5,3.773608446121216
8.8762788772583,1.0944491481781005,1.620624303817749,3.5,3.7296786308288574
8.98136591911316,1.0482113742828365,1.5684595108032227,3.5,3.701355218887329
9.086465835571289,1.0019695091247551,1.5175397396087646,3.5,3.6763625144958496
9.19197392463684,0.955693759918212,1.5003139972686768,3.5,3.6679465770721436
9.294909000396729,0.9102585029602048,1.4270704984664917,3.5,3.631413221359253
9.400089979171753,0.8639722633361808,1.3609308004379272,3.5,3.601167678833008
9.500934839248657,0.8196115398406976,1.31797194480896,3.5,3.5792479515075684
9.606337070465088,0.7733270835876462,1.2684317827224731,3.5,3.5586860179901123
9.71167802810669,0.7269022655487056,1.2217398881912231,3.5,3.5429441928863525
9.817425012588501,0.6805024147033691,1.2217398881912231,3.5,3.5429441928863525
9.920137882232666,0.6351498222351069,1.124437928199768,3.5,3.507037401199341
10.025263786315918,0.5889049148559566,1.0924482345581055,3.5,3.4966483116149902
10.130818843841553,0.5426077651977534,1.0642070770263672,3.5,3.490062713623047
10.23148488998413,0.49817088127136167,1.02199387550354,3.5,3.485753059387207
10.337496757507324,0.45151065826416037,0.940635621547699,3.5,3.480133533477783
10.442809820175171,0.40525463104247983,0.8940721154212952,3.5,3.4775888919830322
10.54852294921875,0.3586680507659903,0.8433526754379272,3.5,3.4748709201812744
10.65707802772522,0.31096140861511223,0.7923301458358765,3.5,3.4721081256866455
10.761255025863647,0.2650689792633054,0.7566507458686829,3.5,3.4698781967163086
10.866382837295532,0.2188068675994863,0.6954731345176697,3.5,3.4646615982055664
10.97433876991272,0.17137622833251953,0.6459476947784424,3.5,3.4623968601226807
11.076067924499512,0.12654291152954045,0.6004535555839539,3.5,3.461456775665283
11.181527137756348,0.08014578819274831,0.5510383248329163,3.5,3.4586498737335205
11.290401697158813,0.032303609848022496,0.5029264092445374,3.5,3.4559166431427
11.39283800125122,-0.012825851440429581,0.46974554657936096,3.5,3.454545259475708
11.499461889266968,-0.059747810363770526,0.4294743537902832,3.5,3.4545390605926514
11.607493877410889,-0.10728188514709469,0.36161598563194275,3.5,3.4548733234405518
11.71659803390503,-0.1552177429199224,0.31193456053733826,3.5,3.4551804065704346
11.82401990890503,-0.20254893302917498,0.26060447096824646,3.5,3.455705404281616
11.931047916412354,-0.24958765029907326,0.23371057212352753,3.5,3.4557859897613525
12.03493881225586,-0.29528862953186064,0.1707940548658371,3.5,3.4565587043762207
12.140365839004517,-0.3417015933990486,0.10811065882444382,3.5,3.456437110900879
12.24971079826355,-0.38979543685913143,0.057651225477457047,3.5,3.4553587436676025
12.352512121200562,-0.4350811004638677,0.01100725494325161,3.5,3.456273078918457
12.457973957061768,-0.4814927005767826,-0.036857493221759796,3.5,3.4556381702423096
12.566128969192505,-0.5290083122253426,-0.0880555734038353,3.5,3.457167148590088
12.668855905532837,-0.5742397403717039,-0.1329813301563263,3.5,3.458265781402588
12.76951289176941,-0.6184765720367444,-0.15927377343177795,3.5,3.458163022994995
12.872477054595947,-0.6638722801208505,-0.2230866551399231,3.5,3.459712505340576
12.977802991867065,-0.7101440429687509,-0.2599271237850189,3.5,3.4600372314453125
13.081913948059082,-0.7560240936279303,-0.3008318245410919,3.5,3.460542678833008
13.190181970596313,-0.8036629676818849,-0.36770910024642944,3.5,3.460076332092285
13.295500755310059,-0.8499380874633795,-0.41308778524398804,3.5,3.4605674743652344
13.398444890975952,-0.8952449417114261,-0.43125054240226746,3.5,3.4606995582580566
13.507800817489624,-0.943357982635499,-0.5094385743141174,3.5,3.460115671157837
13.610388994216919,-0.9884871292114257,-0.5525255799293518,3.5,3.460340738296509
13.711381912231445,-1.0329406929016116,-0.5739517211914062,3.5,3.4604640007019043
13.824230909347534,-1.0825925731658943,-0.6466580033302307,3.5,3.4606053829193115
13.933174848556519,-1.130529689788819,-0.6948899626731873,3.5,3.459815263748169
14.04222583770752,-1.1784983825683604,-0.7419589757919312,3.5,3.459778070449829
14.149903774261475,-1.2259405612945562,-0.7881412506103516,3.5,3.459099292755127
14.257722854614258,-1.2733232593536377,-0.8054362535476685,3.5,3.4587481021881104
14.361230850219727,-1.3189235305786138,-0.8762026429176331,3.5,3.4586055278778076
14.467673778533936,-1.3656801605224622,-0.8762026429176331,3.5,3.4586055278778076
14.573889017105103,-1.4124899768829353,-0.8762026429176331,3.5,3.4586055278778076
14.683979034423828,-1.4609265422821043,-1.0235629081726074,3.5,3.45872163772583
14.790741920471191,-1.5079110240936284,-1.0777580738067627,3.5,3.4590721130371094
14.901068925857544,-1.5564461994171142,-1.1306922435760498,3.5,3.4595887660980225
15.006162881851196,-1.602698030471803,-1.1572074890136719,3.5,3.45927357673645
15.111285924911499,-1.648945980072022,-1.2240872383117676,3.5,3.460158586502075
15.21643590927124,-1.6952191066741955,-1.272627830505371,3.5,3.4610068798065186
15.324108123779297,-1.74254641532898,-1.3209556341171265,3.5,3.4607326984405518
